river_level,rainfall_rate,hour_of_day,month
1.54,0.0,11,2
1.54,0.0,12,2
1.54,0.0,13,2
1.54,0.0,14,2
1.54,0.0,15,2
1.54,0.0,16,2
1.54,0.0,17,2
1.54,0.0,18,2
1.54,0.0,19,2
1.54,0.0,20,2
1.54,0.0,21,2
1.54,0.0,22,2
1.54,0.0,23,2
1.53,0.0,0,2
1.53,0.0,1,2
1.53,0.0,2,2
1.53,0.0,3,2
1.53,0.0,4,2
1.53,0.0,5,2
1.53,0.0,6,2
1.53,0.0,7,2
1.53,0.0,8,2
1.53,0.0,9,2
1.53,0.0,10,2
1.53,0.0,11,2
1.53,0.0,12,2
1.53,0.0,13,2
1.53,0.0,14,2
1.53,0.0,15,2
1.53,0.0,16,2
1.53,0.0,17,2
1.53,0.0,18,2
1.53,0.0,19,2
1.53,0.0,20,2
1.53,0.0,21,2
1.53,0.0,22,2
1.53,0.0,23,2
1.53,0.0,0,2
1.53,0.0,1,2
1.53,0.0,2,2
1.53,0.0,3,2
1.53,0.0,4,2
1.53,0.0,5,2
1.53,0.0,6,2
1.53,0.0,7,2
1.53,0.0,8,2
1.53,0.0,9,2
1.53,0.0,10,2
1.53,0.0,11,2
1.53,0.0,12,2
1.53,0.0,13,2
1.53,0.0,14,2
1.53,0.0,15,2
1.53,0.0,16,2
1.53,0.0,17,2
1.53,0.0,18,2
1.53,0.0,19,2
1.53,0.0,20,2
1.53,0.0,21,2
1.53,0.0,22,2
1.53,0.0,23,2
1.53,0.0,0,2
1.53,0.0,1,2
1.53,0.0,2,2
1.53,0.0,3,2
1.53,0.0,4,2
1.53,0.0,5,2
1.53,0.0,6,2
1.53,0.0,7,2
1.53,0.0,8,2
1.53,0.0,9,2
1.53,0.0,10,2
1.53,0.0,11,2
1.53,0.0,12,2
1.53,0.0,13,2
1.53,0.0,14,2
1.53,0.0,15,2
1.53,0.0,16,2
1.53,0.0,17,2
1.53,0.0,18,2
1.53,0.0,19,2
1.53,0.0,20,2
1.53,0.0,21,2
1.53,0.0,22,2
1.53,0.0,23,2
1.52,0.0,0,2
1.52,0.0,1,2
1.52,0.0,2,2
1.52,0.0,3,2
1.52,0.0,4,2
1.52,0.0,5,2
1.52,0.0,6,2
1.52,0.0,7,2
1.52,0.0,8,2
1.52,0.0,9,2
1.52,0.0,10,2
1.52,0.0,11,2
1.52,0.0,12,2
1.52,0.0,13,2
1.52,0.0,14,2
1.52,0.0,15,2
1.52,0.0,16,2
1.52,0.0,17,2
1.52,0.0,18,2
1.52,0.0,19,2
1.52,0.0,20,2
1.52,0.0,21,2
1.52,0.0,22,2
1.52,0.0,23,2
1.52,0.0,0,2
1.52,0.0,1,2
1.52,0.0,2,2
1.52,0.0,3,2
1.52,0.0,4,2
1.52,0.01,5,2
1.52,0.01,6,2
1.52,0.01,7,2
1.52,0.02,8,2
1.52,0.02,9,2
1.52,0.02,10,2
1.52,0.02,11,2
1.52,0.02,12,2
1.52,0.03,13,2
1.52,0.06,14,2
1.52,0.07,15,2
1.52,0.05,16,2
1.52,0.04,17,2
1.52,0.03,18,2
1.52,0.02,19,2
1.52,0.02,20,2
1.52,0.01,21,2
1.52,0.01,22,2
1.52,0.01,23,2
1.52,0.01,0,2
1.52,0.01,1,2
1.52,0.01,2,2
1.52,0.01,3,2
1.52,0.01,4,2
1.52,0.02,5,2
1.52,0.03,6,2
1.52,0.05,7,2
1.52,0.06,8,2
1.52,0.07,9,2
1.52,0.07,10,2
1.52,0.08,11,2
1.52,0.09,12,2
1.52,0.1,13,2
1.52,0.23,14,2
1.52,0.26,15,2
1.52,0.2,16,2
1.52,0.13,17,2
1.52,0.1,18,2
1.52,0.08,19,2
1.52,0.07,20,2
1.52,0.05,21,2
1.52,0.04,22,2
1.52,0.03,23,2
1.52,0.0,0,2
1.52,0.0,1,2
1.52,0.0,2,2
1.52,0.0,3,2
1.52,0.0,4,2
1.52,0.0,5,2
1.52,0.0,6,2
1.52,0.0,7,2
1.52,0.0,8,2
1.52,0.0,9,2
1.52,0.0,10,2
1.52,0.0,11,2
1.52,0.0,12,2
1.52,0.0,13,2
1.52,0.0,14,2
1.52,0.0,15,2
1.52,0.0,16,2
1.52,0.0,17,2
1.52,0.0,18,2
1.52,0.0,19,2
1.52,0.0,20,2
1.52,0.0,21,2
1.52,0.0,22,2
1.52,0.0,23,2
1.52,0.0,0,2
1.52,0.0,1,2
1.52,0.0,2,2
1.52,0.0,3,2
1.52,0.0,4,2
1.52,0.0,5,2
1.52,0.0,6,2
1.52,0.0,7,2
1.52,0.0,8,2
1.52,0.0,9,2
1.52,0.0,10,2
1.52,0.0,11,2
1.52,0.0,12,2
1.52,0.0,13,2
1.52,0.0,14,2
1.52,0.0,15,2
1.52,0.0,16,2
1.52,0.0,17,2
1.52,0.0,18,2
1.52,0.0,19,2
1.52,0.0,20,2
1.52,0.0,21,2
1.52,0.0,22,2
1.52,0.0,23,2
1.52,0.0,0,2
1.52,0.0,1,2
1.52,0.0,2,2
1.52,0.0,3,2
1.52,0.0,4,2
1.52,0.0,5,2
1.52,0.0,6,2
1.52,0.0,7,2
1.52,0.0,8,2
1.52,0.0,9,2
1.52,0.0,10,2
1.52,0.0,11,2
1.52,0.0,12,2
1.52,0.0,13,2
1.52,0.0,14,2
1.52,0.0,15,2
1.52,0.0,16,2
1.52,0.0,17,2
1.52,0.0,18,2
1.52,0.0,19,2
1.52,0.0,20,2
1.52,0.0,21,2
1.52,0.0,22,2
1.52,0.0,23,2
1.52,0.01,0,2
1.52,0.01,1,2
1.52,0.01,2,2
1.52,0.01,3,2
1.52,0.01,4,2
1.52,0.02,5,2
1.52,0.03,6,2
1.52,0.05,7,2
1.52,0.06,8,2
1.52,0.07,9,2
1.52,0.08,10,2
1.52,0.08,11,2
1.52,0.09,12,2
1.52,0.1,13,2
1.52,0.24,14,2
1.52,0.28,15,2
1.52,0.21,16,2
1.52,0.14,17,2
1.52,0.1,18,2
1.52,0.08,19,2
1.52,0.07,20,2
1.52,0.06,21,2
1.52,0.04,22,2
1.52,0.03,23,2
1.52,0.01,0,3
1.52,0.01,1,3
1.52,0.01,2,3
1.52,0.01,3,3
1.52,0.01,4,3
1.52,0.01,5,3
1.52,0.02,6,3
1.52,0.03,7,3
1.52,0.04,8,3
1.52,0.05,9,3
1.52,0.05,10,3
1.52,0.06,11,3
1.52,0.06,12,3
1.52,0.07,13,3
1.52,0.17,14,3
1.52,0.19,15,3
1.52,0.14,16,3
1.52,0.09,17,3
1.52,0.07,18,3
1.52,0.06,19,3
1.52,0.05,20,3
1.52,0.04,21,3
1.52,0.03,22,3
1.52,0.02,23,3
1.52,0.03,0,3
1.52,0.03,1,3
1.52,0.03,2,3
1.52,0.03,3,3
1.52,0.03,4,3
1.52,0.04,5,3
1.52,0.07,6,3
1.52,0.1,7,3
1.52,0.13,8,3
1.52,0.15,9,3
1.52,0.16,10,3
1.52,0.17,11,3
1.52,0.19,12,3
1.52,0.22,13,3
1.52,0.51,14,3
1.52,0.58,15,3
1.52,0.44,16,3
1.52,0.29,17,3
1.52,0.22,18,3
1.52,0.17,19,3
1.52,0.15,20,3
1.52,0.12,21,3
1.52,0.09,22,3
1.52,0.06,23,3
1.52,0.0,0,3
1.52,0.0,1,3
1.52,0.0,2,3
1.52,0.0,3,3
1.52,0.0,4,3
1.52,0.0,5,3
1.52,0.01,6,3
1.52,0.01,7,3
1.52,0.01,8,3
1.52,0.01,9,3
1.52,0.02,10,3
1.52,0.02,11,3
1.52,0.02,12,3
1.52,0.02,13,3
1.52,0.05,14,3
1.52,0.06,15,3
1.52,0.04,16,3
1.52,0.03,17,3
1.52,0.02,18,3
1.52,0.02,19,3
1.52,0.01,20,3
1.52,0.01,21,3
1.52,0.01,22,3
1.52,0.01,23,3
1.52,0.0,0,3
1.52,0.0,1,3
1.52,0.0,2,3
1.52,0.0,3,3
1.52,0.0,4,3
1.52,0.0,5,3
1.52,0.0,6,3
1.52,0.01,7,3
1.52,0.01,8,3
1.52,0.01,9,3
1.52,0.01,10,3
1.52,0.01,11,3
1.52,0.01,12,3
1.52,0.01,13,3
1.52,0.03,14,3
1.52,0.03,15,3
1.52,0.02,16,3
1.52,0.01,17,3
1.52,0.01,18,3
1.52,0.01,19,3
1.52,0.01,20,3
1.52,0.01,21,3
1.52,0.0,22,3
1.52,0.0,23,3
1.52,0.02,0,3
1.52,0.02,1,3
1.52,0.02,2,3
1.52,0.02,3,3
1.52,0.02,4,3
1.52,0.03,5,3
1.52,0.04,6,3
1.52,0.06,7,3
1.52,0.08,8,3
1.52,0.09,9,3
1.52,0.1,10,3
1.52,0.1,11,3
1.52,0.11,12,3
1.52,0.13,13,3
1.52,0.31,14,3
1.52,0.35,15,3
1.52,0.26,16,3
1.52,0.17,17,3
1.52,0.13,18,3
1.52,0.1,19,3
1.52,0.09,20,3
1.52,0.07,21,3
1.52,0.05,22,3
1.52,0.03,23,3
1.53,0.2,0,3
1.53,0.2,1,3
1.53,0.2,2,3
1.53,0.2,3,3
1.53,0.2,4,3
1.53,0.3,5,3
1.53,0.49,6,3
1.53,0.69,7,3
1.53,0.89,8,3
1.53,0.99,9,3
1.53,1.09,10,3
1.53,1.19,11,3
1.53,1.29,12,3
1.53,1.48,13,3
1.53,3.46,14,3
1.53,3.96,15,3
1.53,2.97,16,3
1.53,1.98,17,3
1.53,1.48,18,3
1.53,1.19,19,3
1.53,0.99,20,3
1.53,0.79,21,3
1.53,0.59,22,3
1.53,0.4,23,3
1.58,0.21,0,3
1.58,0.21,1,3
1.58,0.21,2,3
1.58,0.21,3,3
1.58,0.21,4,3
1.58,0.31,5,3
1.58,0.52,6,3
1.58,0.73,7,3
1.58,0.94,8,3
1.58,1.04,9,3
1.58,1.14,10,3
1.58,1.25,11,3
1.58,1.35,12,3
1.58,1.56,13,3
1.58,3.64,14,3
1.58,4.16,15,3
1.58,3.12,16,3
1.58,2.08,17,3
1.58,1.56,18,3
1.58,1.25,19,3
1.58,1.04,20,3
1.58,0.83,21,3
1.58,0.62,22,3
1.58,0.42,23,3
1.59,0.0,0,3
1.59,0.0,1,3
1.59,0.0,2,3
1.59,0.0,3,3
1.59,0.0,4,3
1.59,0.0,5,3
1.59,0.01,6,3
1.59,0.01,7,3
1.59,0.01,8,3
1.59,0.01,9,3
1.59,0.01,10,3
1.59,0.01,11,3
1.59,0.01,12,3
1.59,0.02,13,3
1.59,0.04,14,3
1.59,0.04,15,3
1.59,0.03,16,3
1.59,0.02,17,3
1.59,0.02,18,3
1.59,0.01,19,3
1.59,0.01,20,3
1.59,0.01,21,3
1.59,0.01,22,3
1.59,0.0,23,3
1.57,0.0,0,3
1.57,0.0,1,3
1.57,0.0,2,3
1.57,0.0,3,3
1.57,0.0,4,3
1.57,0.0,5,3
1.57,0.0,6,3
1.57,0.0,7,3
1.57,0.0,8,3
1.57,0.0,9,3
1.57,0.0,10,3
1.57,0.0,11,3
1.57,0.0,12,3
1.57,0.0,13,3
1.57,0.0,14,3
1.57,0.0,15,3
1.57,0.0,16,3
1.57,0.0,17,3
1.57,0.0,18,3
1.57,0.0,19,3
1.57,0.0,20,3
1.57,0.0,21,3
1.57,0.0,22,3
1.57,0.0,23,3
1.55,0.01,0,3
1.55,0.01,1,3
1.55,0.01,2,3
1.55,0.01,3,3
1.55,0.01,4,3
1.55,0.01,5,3
1.55,0.01,6,3
1.55,0.02,7,3
1.55,0.03,8,3
1.55,0.03,9,3
1.55,0.03,10,3
1.55,0.03,11,3
1.55,0.04,12,3
1.55,0.04,13,3
1.55,0.1,14,3
1.55,0.12,15,3
1.55,0.09,16,3
1.55,0.06,17,3
1.55,0.04,18,3
1.55,0.03,19,3
1.55,0.03,20,3
1.55,0.02,21,3
1.55,0.02,22,3
1.55,0.01,23,3
1.54,0.06,0,3
1.54,0.06,1,3
1.54,0.06,2,3
1.54,0.06,3,3
1.54,0.06,4,3
1.54,0.09,5,3
1.54,0.15,6,3
1.54,0.2,7,3
1.54,0.26,8,3
1.54,0.29,9,3
1.54,0.32,10,3
1.54,0.35,11,3
1.54,0.38,12,3
1.54,0.44,13,3
1.54,1.02,14,3
1.54,1.16,15,3
1.54,0.87,16,3
1.54,0.58,17,3
1.54,0.44,18,3
1.54,0.35,19,3
1.54,0.29,20,3
1.54,0.23,21,3
1.54,0.17,22,3
1.54,0.12,23,3
1.54,0.1,0,3
1.54,0.1,1,3
1.54,0.1,2,3
1.54,0.1,3,3
1.54,0.1,4,3
1.54,0.16,5,3
1.54,0.26,6,3
1.54,0.36,7,3
1.54,0.47,8,3
1.54,0.52,9,3
1.54,0.57,10,3
1.54,0.62,11,3
1.54,0.68,12,3
1.54,0.78,13,3
1.54,1.82,14,3
1.54,2.08,15,3
1.54,1.56,16,3
1.54,1.04,17,3
1.54,0.78,18,3
1.54,0.62,19,3
1.54,0.52,20,3
1.54,0.42,21,3
1.54,0.31,22,3
1.54,0.21,23,3
1.61,0.13,0,3
1.61,0.13,1,3
1.61,0.13,2,3
1.61,0.13,3,3
1.61,0.13,4,3
1.61,0.2,5,3
1.61,0.33,6,3
1.61,0.46,7,3
1.61,0.59,8,3
1.61,0.65,9,3
1.61,0.72,10,3
1.61,0.79,11,3
1.61,0.85,12,3
1.61,0.98,13,3
1.61,2.29,14,3
1.61,2.62,15,3
1.61,1.96,16,3
1.61,1.31,17,3
1.61,0.98,18,3
1.61,0.79,19,3
1.61,0.65,20,3
1.61,0.52,21,3
1.61,0.39,22,3
1.61,0.26,23,3
1.62,0.06,0,3
1.62,0.06,1,3
1.62,0.06,2,3
1.62,0.06,3,3
1.62,0.06,4,3
1.62,0.09,5,3
1.62,0.14,6,3
1.62,0.2,7,3
1.62,0.26,8,3
1.62,0.29,9,3
1.62,0.32,10,3
1.62,0.34,11,3
1.62,0.37,12,3
1.62,0.43,13,3
1.62,1.01,14,3
1.62,1.15,15,3
1.62,0.86,16,3
1.62,0.57,17,3
1.62,0.43,18,3
1.62,0.34,19,3
1.62,0.29,20,3
1.62,0.23,21,3
1.62,0.17,22,3
1.62,0.11,23,3
1.6,0.03,0,3
1.6,0.03,1,3
1.6,0.03,2,3
1.6,0.03,3,3
1.6,0.03,4,3
1.6,0.05,5,3
1.6,0.08,6,3
1.6,0.12,7,3
1.6,0.15,8,3
1.6,0.17,9,3
1.6,0.18,10,3
1.6,0.2,11,3
1.6,0.22,12,3
1.6,0.25,13,3
1.6,0.59,14,3
1.6,0.67,15,3
1.6,0.5,16,3
1.6,0.33,17,3
1.6,0.25,18,3
1.6,0.2,19,3
1.6,0.17,20,3
1.6,0.13,21,3
1.6,0.1,22,3
1.6,0.07,23,3
1.59,0.1,0,3
1.59,0.1,1,3
1.59,0.1,2,3
1.59,0.1,3,3
1.59,0.1,4,3
1.59,0.15,5,3
1.59,0.25,6,3
1.59,0.35,7,3
1.59,0.45,8,3
1.59,0.5,9,3
1.59,0.55,10,3
1.59,0.6,11,3
1.59,0.65,12,3
1.59,0.75,13,3
1.59,1.76,14,3
1.59,2.01,15,3
1.59,1.51,16,3
1.59,1.0,17,3
1.59,0.75,18,3
1.59,0.6,19,3
1.59,0.5,20,3
1.59,0.4,21,3
1.59,0.3,22,3
1.59,0.2,23,3
1.62,0.07,0,3
1.62,0.07,1,3
1.62,0.07,2,3
1.62,0.07,3,3
1.62,0.07,4,3
1.62,0.1,5,3
1.62,0.17,6,3
1.62,0.23,7,3
1.62,0.3,8,3
1.62,0.33,9,3
1.62,0.36,10,3
1.62,0.4,11,3
1.62,0.43,12,3
1.62,0.5,13,3
1.62,1.16,14,3
1.62,1.32,15,3
1.62,0.99,16,3
1.62,0.66,17,3
1.62,0.5,18,3
1.62,0.4,19,3
1.62,0.33,20,3
1.62,0.26,21,3
1.62,0.2,22,3
1.62,0.13,23,3
1.64,0.01,0,3
1.64,0.01,1,3
1.64,0.01,2,3
1.64,0.01,3,3
1.64,0.01,4,3
1.64,0.01,5,3
1.64,0.01,6,3
1.64,0.02,7,3
1.64,0.03,8,3
1.64,0.03,9,3
1.64,0.03,10,3
1.64,0.03,11,3
1.64,0.04,12,3
1.64,0.04,13,3
1.64,0.1,14,3
1.64,0.12,15,3
1.64,0.09,16,3
1.64,0.06,17,3
1.64,0.04,18,3
1.64,0.03,19,3
1.64,0.03,20,3
1.64,0.02,21,3
1.64,0.02,22,3
1.64,0.01,23,3
1.63,0.09,0,3
1.63,0.09,1,3
1.63,0.09,2,3
1.63,0.09,3,3
1.63,0.09,4,3
1.63,0.13,5,3
1.63,0.22,6,3
1.63,0.31,7,3
1.63,0.4,8,3
1.63,0.45,9,3
1.63,0.49,10,3
1.63,0.54,11,3
1.63,0.58,12,3
1.63,0.67,13,3
1.63,1.57,14,3
1.63,1.79,15,3
1.63,1.34,16,3
1.63,0.89,17,3
1.63,0.67,18,3
1.63,0.54,19,3
1.63,0.45,20,3
1.63,0.36,21,3
1.63,0.27,22,3
1.63,0.18,23,3
1.62,0.08,0,3
1.62,0.08,1,3
1.62,0.08,2,3
1.62,0.08,3,3
1.62,0.08,4,3
1.62,0.13,5,3
1.62,0.21,6,3
1.62,0.3,7,3
1.62,0.38,8,3
1.62,0.42,9,3
1.62,0.46,10,3
1.62,0.51,11,3
1.62,0.55,12,3
1.62,0.63,13,3
1.62,1.48,14,3
1.62,1.69,15,3
1.62,1.27,16,3
1.62,0.84,17,3
1.62,0.63,18,3
1.62,0.51,19,3
1.62,0.42,20,3
1.62,0.34,21,3
1.62,0.25,22,3
1.62,0.17,23,3
1.66,0.02,0,3
1.66,0.02,1,3
1.66,0.02,2,3
1.66,0.02,3,3
1.66,0.02,4,3
1.66,0.03,5,3
1.66,0.06,6,3
1.66,0.08,7,3
1.66,0.1,8,3
1.66,0.12,9,3
1.66,0.13,10,3
1.66,0.14,11,3
1.66,0.15,12,3
1.66,0.17,13,3
1.66,0.41,14,3
1.66,0.47,15,3
1.66,0.35,16,3
1.66,0.23,17,3
1.66,0.17,18,3
1.66,0.14,19,3
1.66,0.12,20,3
1.66,0.09,21,3
1.66,0.07,22,3
1.66,0.05,23,3
1.65,0.01,0,3
1.65,0.01,1,3
1.65,0.01,2,3
1.65,0.01,3,3
1.65,0.01,4,3
1.65,0.01,5,3
1.65,0.02,6,3
1.65,0.03,7,3
1.65,0.04,8,3
1.65,0.04,9,3
1.65,0.05,10,3
1.65,0.05,11,3
1.65,0.06,12,3
1.65,0.07,13,3
1.65,0.15,14,3
1.65,0.17,15,3
1.65,0.13,16,3
1.65,0.09,17,3
1.65,0.07,18,3
1.65,0.05,19,3
1.65,0.04,20,3
1.65,0.03,21,3
1.65,0.03,22,3
1.65,0.02,23,3
1.65,0.07,0,3
1.65,0.07,1,3
1.65,0.07,2,3
1.65,0.07,3,3
1.65,0.07,4,3
1.65,0.11,5,3
1.65,0.18,6,3
1.65,0.25,7,3
1.65,0.33,8,3
1.65,0.36,9,3
1.65,0.4,10,3
1.65,0.44,11,3
1.65,0.47,12,3
1.65,0.55,13,3
1.65,1.27,14,3
1.65,1.45,15,3
1.65,1.09,16,3
1.65,0.73,17,3
1.65,0.55,18,3
1.65,0.44,19,3
1.65,0.36,20,3
1.65,0.29,21,3
1.65,0.22,22,3
1.65,0.15,23,3
1.71,0.52,0,3
1.71,0.52,1,3
1.71,0.52,2,3
1.71,0.52,3,3
1.71,0.52,4,3
1.71,0.78,5,3
1.71,1.3,6,3
1.71,1.82,7,3
1.71,2.34,8,3
1.71,2.6,9,3
1.71,2.86,10,3
1.71,3.12,11,3
1.71,3.38,12,3
1.71,3.9,13,3
1.71,9.1,14,3
1.71,10.4,15,3
1.71,7.8,16,3
1.71,5.2,17,3
1.71,3.9,18,3
1.71,3.12,19,3
1.71,2.6,20,3
1.71,2.08,21,3
1.71,1.56,22,3
1.71,1.04,23,3
1.78,0.02,0,3
1.78,0.02,1,3
1.78,0.02,2,3
1.78,0.02,3,3
1.78,0.02,4,3
1.78,0.03,5,3
1.78,0.06,6,3
1.78,0.08,7,3
1.78,0.1,8,3
1.78,0.11,9,3
1.78,0.12,10,3
1.78,0.14,11,3
1.78,0.15,12,3
1.78,0.17,13,3
1.78,0.39,14,3
1.78,0.45,15,3
1.78,0.34,16,3
1.78,0.23,17,3
1.78,0.17,18,3
1.78,0.14,19,3
1.78,0.11,20,3
1.78,0.09,21,3
1.78,0.07,22,3
1.78,0.05,23,3
1.81,0.05,0,3
1.81,0.05,1,3
1.81,0.05,2,3
1.81,0.05,3,3
1.81,0.05,4,3
1.81,0.08,5,3
1.81,0.13,6,3
1.81,0.18,7,3
1.81,0.23,8,3
1.81,0.25,9,3
1.81,0.28,10,3
1.81,0.3,11,3
1.81,0.33,12,3
1.81,0.38,13,3
1.81,0.88,14,3
1.81,1.0,15,3
1.81,0.75,16,3
1.81,0.5,17,3
1.81,0.38,18,3
1.81,0.3,19,3
1.81,0.25,20,3
1.81,0.2,21,3
1.81,0.15,22,3
1.81,0.1,23,3
1.82,0.05,0,3
1.82,0.05,1,3
1.82,0.05,2,3
1.82,0.05,3,3
1.82,0.05,4,3
1.82,0.08,5,3
1.82,0.13,6,3
1.82,0.19,7,3
1.82,0.24,8,3
1.82,0.27,9,3
1.82,0.29,10,3
1.82,0.32,11,3
1.82,0.35,12,3
1.82,0.4,13,3
1.82,0.93,14,3
1.82,1.06,15,3
1.82,0.8,16,3
1.82,0.53,17,3
1.82,0.4,18,3
1.82,0.32,19,3
1.82,0.27,20,3
1.82,0.21,21,3
1.82,0.16,22,3
1.82,0.11,23,3
1.8,0.01,0,3
1.8,0.01,1,3
1.8,0.01,2,3
1.8,0.01,3,3
1.8,0.01,4,3
1.8,0.01,5,3
1.8,0.02,6,3
1.8,0.03,7,3
1.8,0.04,8,3
1.8,0.05,9,3
1.8,0.05,10,3
1.8,0.06,11,3
1.8,0.06,12,3
1.8,0.07,13,3
1.8,0.17,14,3
1.8,0.19,15,3
1.8,0.14,16,3
1.8,0.09,17,3
1.8,0.07,18,3
1.8,0.06,19,3
1.8,0.05,20,3
1.8,0.04,21,3
1.8,0.03,22,3
1.8,0.02,23,3
1.76,0.04,0,3
1.76,0.04,1,3
1.76,0.04,2,3
1.76,0.04,3,3
1.76,0.04,4,3
1.76,0.06,5,3
1.76,0.1,6,3
1.76,0.13,7,3
1.76,0.17,8,3
1.76,0.19,9,3
1.76,0.21,10,3
1.76,0.23,11,3
1.76,0.25,12,3
1.76,0.29,13,3
1.76,0.67,14,3
1.76,0.77,15,3
1.76,0.58,16,3
1.76,0.39,17,3
1.76,0.29,18,3
1.76,0.23,19,3
1.76,0.19,20,3
1.76,0.15,21,3
1.76,0.12,22,3
1.76,0.08,23,3
1.73,0.1,0,3
1.73,0.1,1,3
1.73,0.1,2,3
1.73,0.1,3,3
1.73,0.1,4,3
1.73,0.14,5,3
1.73,0.24,6,3
1.73,0.33,7,3
1.73,0.43,8,3
1.73,0.48,9,3
1.73,0.52,10,3
1.73,0.57,11,3
1.73,0.62,12,3
1.73,0.71,13,3
1.73,1.67,14,3
1.73,1.91,15,3
1.73,1.43,16,3
1.73,0.95,17,3
1.73,0.71,18,3
1.73,0.57,19,3
1.73,0.48,20,3
1.73,0.38,21,3
1.73,0.29,22,3
1.73,0.19,23,3
1.71,0.02,0,3
1.71,0.02,1,3
1.71,0.02,2,3
1.71,0.02,3,3
1.71,0.02,4,3
1.71,0.04,5,3
1.71,0.06,6,3
1.71,0.08,7,3
1.71,0.11,8,3
1.71,0.12,9,3
1.71,0.13,10,3
1.71,0.14,11,3
1.71,0.16,12,3
1.71,0.18,13,3
1.71,0.42,14,3
1.71,0.48,15,3
1.71,0.36,16,3
1.71,0.24,17,3
1.71,0.18,18,3
1.71,0.14,19,3
1.71,0.12,20,3
1.71,0.1,21,3
1.71,0.07,22,3
1.71,0.05,23,3
1.68,0.0,0,4
1.68,0.0,1,4
1.68,0.0,2,4
1.68,0.0,3,4
1.68,0.0,4,4
1.68,0.0,5,4
1.68,0.0,6,4
1.68,0.0,7,4
1.68,0.0,8,4
1.68,0.0,9,4
1.68,0.0,10,4
1.68,0.0,11,4
1.68,0.0,12,4
1.68,0.0,13,4
1.68,0.0,14,4
1.68,0.0,15,4
1.68,0.0,16,4
1.68,0.0,17,4
1.68,0.0,18,4
1.68,0.0,19,4
1.68,0.0,20,4
1.68,0.0,21,4
1.68,0.0,22,4
1.68,0.0,23,4
1.65,0.0,0,4
1.65,0.0,1,4
1.65,0.0,2,4
1.65,0.0,3,4
1.65,0.0,4,4
1.65,0.01,5,4
1.65,0.01,6,4
1.65,0.02,7,4
1.65,0.02,8,4
1.65,0.02,9,4
1.65,0.02,10,4
1.65,0.03,11,4
1.65,0.03,12,4
1.65,0.03,13,4
1.65,0.08,14,4
1.65,0.09,15,4
1.65,0.07,16,4
1.65,0.04,17,4
1.65,0.03,18,4
1.65,0.03,19,4
1.65,0.02,20,4
1.65,0.02,21,4
1.65,0.01,22,4
1.65,0.01,23,4
1.62,0.07,0,4
1.62,0.07,1,4
1.62,0.07,2,4
1.62,0.07,3,4
1.62,0.07,4,4
1.62,0.1,5,4
1.62,0.17,6,4
1.62,0.24,7,4
1.62,0.31,8,4
1.62,0.34,9,4
1.62,0.38,10,4
1.62,0.41,11,4
1.62,0.44,12,4
1.62,0.51,13,4
1.62,1.2,14,4
1.62,1.37,15,4
1.62,1.03,16,4
1.62,0.68,17,4
1.62,0.51,18,4
1.62,0.41,19,4
1.62,0.34,20,4
1.62,0.27,21,4
1.62,0.21,22,4
1.62,0.14,23,4
1.62,0.03,0,4
1.62,0.03,1,4
1.62,0.03,2,4
1.62,0.03,3,4
1.62,0.03,4,4
1.62,0.04,5,4
1.62,0.06,6,4
1.62,0.09,7,4
1.62,0.11,8,4
1.62,0.13,9,4
1.62,0.14,10,4
1.62,0.15,11,4
1.62,0.17,12,4
1.62,0.19,13,4
1.62,0.45,14,4
1.62,0.51,15,4
1.62,0.38,16,4
1.62,0.25,17,4
1.62,0.19,18,4
1.62,0.15,19,4
1.62,0.13,20,4
1.62,0.1,21,4
1.62,0.08,22,4
1.62,0.05,23,4
1.62,0.05,0,4
1.62,0.05,1,4
1.62,0.05,2,4
1.62,0.05,3,4
1.62,0.05,4,4
1.62,0.07,5,4
1.62,0.12,6,4
1.62,0.17,7,4
1.62,0.22,8,4
1.62,0.25,9,4
1.62,0.27,10,4
1.62,0.3,11,4
1.62,0.32,12,4
1.62,0.37,13,4
1.62,0.87,14,4
1.62,0.99,15,4
1.62,0.74,16,4
1.62,0.49,17,4
1.62,0.37,18,4
1.62,0.3,19,4
1.62,0.25,20,4
1.62,0.2,21,4
1.62,0.15,22,4
1.62,0.1,23,4
1.66,0.03,0,4
1.66,0.03,1,4
1.66,0.03,2,4
1.66,0.03,3,4
1.66,0.03,4,4
1.66,0.05,5,4
1.66,0.09,6,4
1.66,0.12,7,4
1.66,0.16,8,4
1.66,0.17,9,4
1.66,0.19,10,4
1.66,0.21,11,4
1.66,0.23,12,4
1.66,0.26,13,4
1.66,0.61,14,4
1.66,0.7,15,4
1.66,0.52,16,4
1.66,0.35,17,4
1.66,0.26,18,4
1.66,0.21,19,4
1.66,0.17,20,4
1.66,0.14,21,4
1.66,0.1,22,4
1.66,0.07,23,4
1.67,0.17,0,4
1.67,0.17,1,4
1.67,0.17,2,4
1.67,0.17,3,4
1.67,0.17,4,4
1.67,0.25,5,4
1.67,0.42,6,4
1.67,0.59,7,4
1.67,0.76,8,4
1.67,0.85,9,4
1.67,0.93,10,4
1.67,1.02,11,4
1.67,1.1,12,4
1.67,1.27,13,4
1.67,2.97,14,4
1.67,3.39,15,4
1.67,2.54,16,4
1.67,1.69,17,4
1.67,1.27,18,4
1.67,1.02,19,4
1.67,0.85,20,4
1.67,0.68,21,4
1.67,0.51,22,4
